question,answer
dok anak sy 2 th sdg mencret. udh dikasih resep dokter dompetidone sirup dan antasida doen. yg ingin sy tanyakan bolehkan sy menambahkan vit zink sirup untuk anak sy ?,"Alo Vidya, Terimakasih atas pertanyaannya. Diare pada anak  bisa terjadi karena beragam faktor, contohnya alergi makanan, intoleransi atau malabsorpsi, infeksi pencernaan, radang usus, efek samping obat, gangguan metabolik, infeksi sistem organ lain, dan sebagainya. Seringnya, diare tidak muncul sendiri, melainkan disertai juga dengan mual, muntah, kembung, demam, dan penurunan nafsu makan. Penanganan diare pada anak seringnya dilakukan utamanya untuk mengatasi penyebab diarenya. Di samping itu, bisa juga diresepkan beberapa jenis obat untuk meminimalisasi keluhan lain yang menyertainya. Terkait diarenya, jika frekuensinya tidak terlalu sering (masih kurang dari 10 kali sehari) dan tidak menyebabkan anak mengalami dehidrasi serta gangguan keseimbangan elektrolit, sangat jarang dokter langsung memberikan obat anti diare. Berkaitan dengan pertanyaan Anda, memang,  zinc  kerap diberikan pada anak yang diare, sebab diketahui bisa membantu meningkatkan regenerasi sel-sel di saluran cerna, sekaligus mengembalikan fungsi penyerapannya yang terganggu saat diare. Meski zink termasuk golongan obat bebas, namun pemberiannya pada anak sebaiknya tetap dikonsultasikan dulu ke dokter. Sebab, dosis konsumsinya bisa bervariasi tergantung usia dan kondisi sang anak. Jadi, sebaiknya tanyakan langsung ke dokter atau  dokter anak  yang memeriksa anak Anda ya.. Guna membantu mengatasi diare pada anak, selain memberi obat sesuai saran dokter, baiknya Anda: Beri anak lebih banyak minum, beri oralit bila perlu Beri anak makanan yang mudah dicerna, hindari kebiasaan memberi anak makanan instan, apalagi jajan sembarangan Pastikan lingkungan sekitar anak selalu terjaga kebersihannya Tidak sembarangan memberi obat lain pada anak kecuali yang diresepkan dokter Semoga membantu ya.."
"Dok, saya udah jerawatan bertahun-tahun. Rasanya udah nyoba skincare, minyak jerawat,jamu jerawat, salep apapun, gapernah sembuh-sembuh. Kadang muka saya tuh cocoknya ngefek di awal doang tiap nyoba beberapa skincare, dan untuk ke berapa kali pemakaian mulai jerawatan lagi ( kadang sering saya berpikir itu detoks dari skincare yang sedang saya pakai ) ternyata engga, sampe botolnya habis pun saya tetep jerawatan. Selalu begitu dok, itu kenapa ya?. Saya juga tiap jerawat 1 sembuh, selalu pasti muncul jerawat baru, kaya gapernah selesai2 numbuh lagi yang lain. Saya juga udah banyak minum air putih setiap hari. Dan akhirnya saya nemu suplemen Zinc plus, saya takut nyobanya dok. Takut kenapa-kenapa. Karna saya sendiri gapernah berobat ke dokter. Saya juga tipe orang yang gasuka dikit2 nelen obat. Mama saya juga ngelarang karna takutnya efek sampingnya besar. Tapi saya ingin sekali mencoba karna sudah gatau lagi mau nyembuhin jerawat pakai apa. Mohon dok apa boleh dipakai bebas asal sesuai aturan yang tertera di pakai 1x sehari?","Selamat pagi, terima kasih telah bertanya di Alodokter. Kami memahami perasaan Anda. Suplemen yang Anda sebutkan memiliki kandungan utama berupa mineral zinc, dan suplemen ini memang kerap di pasarkan secara bebas sebagai obat jerawat. Hal ini karena salah satu gejala kondisi kekurangan zinc adalah wajah berjerawat. Selain jerawat, mereka yang kekurangan zinc dapat juga mengalami rambut rontok, kebotakan, penurunan kemampuan indera pengecap dan penciuman, serta penurunan daya tahan tubuh. Sehingga mengenai pertanyaan Anda, karena ini adalah suplemen dan memang dijual bebas, tentu Anda boleh mengonsumsinya selama sesuai dengan anjuran yang tertera pada kemasan. Namun yang perlu Anda pahami, suplemen ini hanya akan bekerja mengatasi jerawat jika jerawat yang muncul pada diri Anda disebabkan karena kekurangan zinc. Jika jerawat yang Anda alami disebabkan oleh infeksi bakteri, faktor keturunan, kelainan hormon, efek samping obat, paparan polusi, wajah yang cenderung berminyak, atau karena sebab lainnya, suplemen ini tidak akan bekerja pada Anda. Selain itu, jika kondisinya Anda tidak sedang sangat kekurangan zinc, kebutuhan zinc dalam tubuh sebenarnya bisa dipenuhi dengan meningkatkan konsumsi makanan tinggi zinc seperti daging merah, daging unggas, biji-bijian, tiram, sereal yang telah difortifikasi zinc, dan susu. Mengubah pola makan seperti ini tentu akan lebih aman bagi Anda. Saran kami, meskipun memang suplemen tersebut boleh Anda konsumsi secara bebas, akan lebih baik bila Anda konsultasikan diri Anda ke dokter kulit. Sebab dengan demikian, Anda tidak akan menebak-nebak perawatan apa yang paling tepat bagi Anda. Bila memang Anda dinilai membutuhkan zinc, dokter Anda akan meresepkan Anda dan Anda akan terhindar dari melakukan berbagai percobaan pada diri Anda yang mungkin justru malah bisa membahayakan. Jika Anda tidak ingin terlalu banyak menggunakan obat pun, Anda bisa sampaikan pada dokter kulit Anda agar bisa didiskusikan penanganan tradisional apa yang bisa Anda lakukan. Sementara itu, jalani pola hidup sehat, hindari paparan sinar matahari, polusi dan asap, perbanyak konsumsi air putih, buah dan sayur, rutin bersihkan wajah dua kali sehari, dan kelola stress dengan baik. Sekian, semoga menjawab pertanyaan Anda."
Selamat malam dok. saya mau tanya. ibu saya tgl 12-2-2021 periksa ke dokter dan dikasih obat. Dokter bilang kalo minum obat harus satu2 2x1 hari ada 4 tablet dan jangan sekaligus jadi ada jeda waktu minum obatnya dari obat satu dengan yang lain. Tetapi ibu saya tanpa sepengetahuan saya langsung minum obatnya sekaligus. Tiba2 ngeluh badannya gatal2 setiap kena air dan berkeringat banyak. Setelah itu saya bilang obatnya jangan di minum dulu lagi. Pertanyaan saya apakah masih boleh dan tetap meminum obat yang dikasihkan dokter saat peiksa tanggal 12-2-2021 dengan mengikuti anjuran dokter yang awal tadi yaitu minum obat satu2 2x1 hari tidak boleh sekalius karena saya menghentikan sementara meminum obat selama setengah hari karena ibu meminum obatnya secara sekaligus. Terimakasih,"Selamat malam, terima kasih telah bertanya di Alodokter. Kami memahami kebingungan Anda. Namun terkait pertanyaan Anda, sebenarnya akan lebih membantu bila kami mengetahui obat apa yang Anda maksud dan penyakit apa yang dialami ibu Anda. Karena dengan demikian, kami bisa menduga tujuan apa yang sebenarnya ingin dicapai oleh dokter Anda dan apa yang semestinya dihindari. Secara umum, memang tidak semua obat boleh dikonsumsi bersamaan. Sebagian obat memiliki interaksi dengan obat lain dan dapat memunculkan efek saling meniadakan, meningkatkan efeknya hingga berlebihan, memunculkan efek samping, hingga menjadi racun. Jadi bila ada obat yang tidak boleh dikonsumsi bersamaan kemungkinan karena sebab ini. Terhadap kondisi ibu Anda sekarang, langkah terbaik adalah kembali ke dokter yang meresepkan obat tersebut dan tanyakan apakah kondisi ibu Anda memang disebabkan oleh interaksi obat tersebut atau bukan, dan apakah dibutuhkan penanganan khusus untuk mengatasinya atau cukup dengan membatasi penggunaannya saja. Bila Anda terkendala untuk membawa ibu Anda kembali ke dokter tersebut, maka setidaknya periksakan ke dokter umum terdekat dengan membawa obat yang dimaksud. Bila tetap terkendala, maka setidaknya kembalilah ke aturan pakai yang awalnya disampaikan oleh dokter. Sekian, semoga menjawab pertanyaan Anda."
"Pagi dok. Anak saya kemarin diare dan alhamdulillah sudah smbuh, tetapi ada obat yg harus diminum 10 hari (zink) . Nah kebetulan smlm habis dan cari diapotik jg habis lalu tdk diminun sehari. Apa oengaruhnya ya jika telat minum sehari? Dan haruskah dilanjut lagi","Alo Siti, Terimakasih atas pertanyaannya. Diare pada anak  paling sering disebabkan oleh gangguan pencernaan, contohnya karena infeksi, alergi makanan, intoleransi atau malabsorpsi, radang usus, keracunan, dan sebagainya. Bisa juga, diare timbul karena gangguan sistem organ lain, seperti gangguan hormon, gangguan psikis, gangguan imunitas, keganasan, dan sebagainya. Seringnya, diare ringan pada anak bisa membaik dalam kurang dari 1 minggu asalkan diberikan penanganan yang tepat. Ada beragam obat yang bisa dokter berikan untuk mengatasi kondisi ini, termasuk juga suplemen  zinc . Meski tidak secara langsung bisa menghentikan diare, asupan zinc yang cukup menurut beragam penelitian bisa membantu mempercepat regenerasi sel-sel usus yang rusak saat diare, sehingga mengembalikan fungsi penyerapannya, dan membuat feses menjadi lebih padat. Konsumsi suplemen zinc yang dianjurkan saat diare setidaknya selakukan selama 10-14 hari lamanya. Biasanya, saat meresepkan obat, dokter atau  dokter anak  akan menyesuaikan jumlah obat yang diberikan agar tepat dengan durasi konsumsinya. Apabila kurang, maka Anda bisa kembali memeriksakan anak Anda ke dokter, atau menebus resep obat yang kurang tersebut ke apotek terdekat. Jika anak Anda hanya terlambat sehari tidak mengkonsumsi suplemen zinc, seringnya hal ini tidaklah berbahaya baginya. Konsumsilah suplemen tersebut sesuai durasi konsumsi yang dianjurkan dokter, yakni 10 hari, supaya mendapat efek yang lebih optimal. Semoga membantu ya.."
Boleh kah konsumsi Dispersible Tablet Zinc untuk ibu menyusui...?Karna sudah 2 hari Diare belum juga sembuh.,"Halo, terima kasih atas pertanyaannya. Zinc merupakan mineral yang dibutuhkan tubuh yang banyak terdapat pada makanan, seperti daging sapi, daging domba, daging ayam, kacang-kacangan, serta sereal biji-bijian utuh.  Tablet zinc  biasanya diberikan pada orang-orang yang kekurangan zinc, misalnya pada orang-orang dengan diare. Zinc pada pasien dengan diare dapat memperbaiki gejala diare dan mempercepat penyembuhan. Zinc ini didalam usus bekerja dengan cara memperbaiki penyerapan cairan dan elektrolit di usus, memperbaiki epitel-epitel usus yang rusuk,dan meningkatkan daya tubuh sehingga mempercepat penyembuhan. Pemberian zinc pada ibu hamil dan menyusui termasuk kategori C, artinya dapat diberikan bila manfaatnya lebih besar dibandingkan efek sampingnya. Oleh karena itu, penggunaan zinc ini sebaiknya diberikan dengan resep dokter agar penggunannya aman dan tidak berlebihan. Dokter akan melakukan pemeriksaan menyeluruh dan pemeriksaan tambahan bila diperlukan, seperti pemeriksaan feses/tinja, darah, dll sehingga penanganan yang diberikan dapat lebih tepat.Diare ini adalah suatu kondisi yang berbahaya bila tidak ditangani dengan tepat karena dapat menyebabkan kekurangan cairan/dehidrasi, oleh karena itu dianjurkan untuk perbanyak konsumsi cairan terutama cairan oralit tiap kali diare/mencret, makan makanan lunak terlebih dahulu seperti bubur, hindari makan sayur, buah, makanan pedas, bersantan, dan makanan lainnya yang mengiritasi pencernaan hingga penyakit teratasi, dan istirahat yang cukup. Demikian, semoga bermanfaat."
Hallo dok saya mao bertanya?Apa boleh dok merendam kutu air di kaki menggungkan larutan kalium permagnat (PK)Trus di tmbh kutu air di kaki sudah berwarna merah ke coklatan..dan saya juga lgi menggunakan obat oral ketoconazole dan krim salep ketoconazoleMinta penjelasan nya dok?,"Alo, terimakasih atas pertanyaannya. Larutan PK (kalium permanganat) memiliki sifat antiseptik, sehingga baik digunakan untuk membantu mengatasi masalah kulit akibat infeksi, contohnya infeksi jamur (seperti  kutu air ), bakteri, dan parasit. Akan tetapi, respons masing-masing orang saat kulitnya berkontak dengan larutan PK bisa bervariasi, ada yang cocok, ada juga yang tidak. Pada orang yang sensitif, kontak antara kulit dengan larutan PK malah bisa memicu peradangan, seperti akibat alergi ataupun iritasi, yang gejalanya malah bisa membuat kondisi kulit memburuk. Terkait kondisi Anda, perlu diperjelas dulu, apakah Ana sudah memeriksakan keluhan Anda ke dokter? Apakah dokter yang mendiagnosis Anda mengalami kutu air dan meresepkan obat serta salep tersebut? Kutu air adalah infeksi jamur yang kerap ditandai dengan kulit gatal, kemerahan, bruntusan, berair, mengelupas, dan bisa terus meluas jika tidak ditangani dengan baik. Namun, banyak juga kondisi kulit lain yang gejalanya sangat mirip dengan kutu air padahal penanganannya berbeda, contohnya dermatitis kontak alergi atau iritan, impetigo, skabies, tinea versicolor, dermatitis seboroik, iktiosis vulgaris, pompholyx, dan sebagainya. Sebab itu, jika belum diperiksakan ke dokter, kami tidak menyarankan Anda sembarangan mengobati keluhan Anda. Lebih tepat, supaya kondisi Anda bisa tertangani dengan benar, coba periksalah dulu ke dokter atau  dokter kulit  terdekat. Sembari itu, atasi keluhan Anda dengan: Rajin mencuci kaki dengan sabun lantas bilas dengan air bersih mengalir, terutama saat habis beraktifitas di lingkungan yang kotor, kemudian keringkan dengan benar Selalu gunakan alas kaki yang bersih, kering, bahannya lembut, dan tidak terlalu ketat guna menunjang aktifitas Anda Tidak menggaruk, mengelupasi, atau sembarangan memanipulasi kulit kaki yang ditumbuhi kurap Tidak juga bertukaran alas kaki dengan siapapun Hindarkan kulit kaki Anda berkontak dengan air kotor, sabun yang keras, detergen, atau substansi lain yang sifatnya alergenik atau iritatif bagi kulit Anda Semoga membantu ya.."
"Bagaimana perhitungan 10 hari dalam mengonsumsi obat diare zinc untuk bayi? Saya mendapat resep dari dokter 2x sehari. Namun waktu saya beli obatnya malam jadi untuk hari pertama mengonsumsi obat tersebut hanya 1x sehari. Hari berikutnya baru 2x sehari. Lalu bagaimana cara perhitungan yang pas? Apakah dimulainya penggunaan, atau harus digenapkan penggunaannya. Terimakasih sebelumnya","Alo Fitriani, Zinc  dapat membantu dalam penanganan diare. Zinc bermanfaat untuk pertumbuhan sel dan menjaga metabolisme tubuh. Secara umum pemakaian zinc saat diare selama 10-14 hari. Saya sarankan agar Anda mengikuti anjuran dari dokter yang merawat anak Anda ya. Adapun mengenai penghitungan hari, bisa mulai dari waktu anak Anda diberikan zinc. Jika zinc diberikan 2x sehari, maka Anda bisa menghitung pemberian zinc sampai 20x pemberian ya. Berapa usia bayi Anda? Untuk membantu mempercepat pemulihan, sebaiknya bayi Anda diberikan ASI semau bayi, bila sudah MP ASI, berikan MP ASI yang lebih sehat, jaga kebersihan alat makan bayi, dan segera ganti popok bayi bila diare ya. Jika dalam 3 hari diare belum membaik, Anda bisa membawa anak Anda untuk kontrol ke dokter ya. Semoga bisa membantu Anda, Terimakasih"
"Slmt mlm doc...saya salah kumur2 niat mau pake lasterin ternyata yg saya kumur2 sabun dettol...dan sekarang lidah saya tidak bisa merasa kan rasa,,,apa yg harus di lakukan doc...??mkasih","Alo Saepudin, Terima kasih atas pertanyaannya. Lidah merupakan organ yang terdiri dari banyak sekali ujung-ujung saraf reseptor yang berfungsi sebagai indera pengecap. Apabila terjadi kerusakan pada ujung-ujung saraf ini, seperti adanyacedera (mengonsumsi makanan/minuman yang terlalu panas, dingin, dan rasa yang terlalu ekstrem), infeksi, iritasi, alergi serta defisiensi vitamin dan mineral, maka lidah dapat mengalami gangguan fungsinya sebagai indera pengecap. Sehingga, lidah yang mati rasa akibat faktor-faktor penyebab tersebut pun dapat terjadi. Adanya riwayat iritasi atau alergi misalnya dengan paparan zat tertentu (dalam kasus Anda adalah sabun antiseptik) yang menyebabkan lidah mati rasa, hal ini relatif dapat membaik dengan sendirinya dalam waktu yang relatif singkat. Adapun terdapat beberapa hal yang dapat Anda lakukan, seperti menghindari menggunakan obat kumur untuk sementara, mengonsumsi makanan yang bersifat netral, dan banyak minum air putih. Lakukan konsultasi ke dokter apabila keluhan tidak membaik dalam 3-5 hari ke depan, ya. Semoga informasi ini dapat membantu. Salam."
"hallo dok saya mau bertanya, misalkan saya punya serum A dengan kadar niacinamide 5%, lalu saya juga mempunyai serum B dengan kadar niacinamide 5% persen juga, jika saya memakai keduanya secara bersamaan apakah itu bisa menimbulkan iritasi? Terimakasih","Alo viviani terima kasih sudah bertanya kepada Alodokter dimana niacinamide merupakan kandungan dari berbagai skincare. niacinamide adalah bentuk vitamin B3 yang merupakan nutrisi esensial untuk tubuh, dimana vitamin B3 berperan penting untuk kesehatan kulit. dimana niacinamide kandungan dari produk skincare yang memiliki manfaat untuk menangani berbagai masalah kulit. pada dasarnya kanudngan ini memiliki konsentrasi bervariasi setiap produknya. nah namun setiap produk perawatan biasanya mengandung konsentrasi niacinamide sebanyak 5%, bahwa konsentrasi sebanyak 5% ini dinilai efektif sebagai obat penghilang bekas jerawat, melindung kerusakan kulit dari paparan sinar matahari. namun untuk kulit sensitiver dianjurankan menggunakan kandungan konsterasi lebih rendah yaitu 2%. nah dimana kandungan ini memiliki efek reaski alergi dan iritasi pada wajah terutama pada kulit senstive jika digunakan dengan konsterasti lebih 2%. nah apalagi anda ingin mencampurkan 2 serum dengan kandungan yang sama dengan konsetrasi yang sama namun berbeda merek yang dimana tidak semuanya memiliki kandungan tambahan lain yang sama. saya tidak menganjurkan anda menggunakan kedua serum ini secara bersamaan gunakan hanya salah satunya. selama penggunaan lihat apakah ada tanda reaski iritasi jika ada stop jika tidak anda bisa lanjutkan. demikian info yang bisa saya berikan terima kasih"
"Dok saya membeli produk skincare, dan didalam komposisinya terdapat kandungan nicotinamide dan ascorbyl glucoside. Dan saya memakai bersamaan dengan skincare yang d dalam nya terdapat niacinamide, dan saya pernah baca\ bahwa niacinamide dan vitamin c tidak boleh dipakai bersamaan, tolong saran dan solusi nya dok","Alo Adlena, Terima kasih atas pertanyaannya. Nicotinamide atau niacinamide adalah kandungan turunan dari vitamin B3. Produk ini merupakan salah satu produk yang sering dijumpai di dalam produk perawatan kulit yang digunakan untuk mencerahkan kulit dan bekas/ noda hitam di kulit, mengecilkan pori-pori kulit, memperbaiki kompleksi wajah (meratakan warna kulit wajah), mengatasi kulit kusam, dan memperbaiki pertahanan kulit. Ascorbyl glucoside adalah zat yang merupakan turunan dari vitamin C. Kandungan vitain C merupakan salah satu antioksidan bagi tubuh yang mencegah kerusakan sel tubuh. Kandungan ini juga dapat mencerahkan kulit dan membantu memperlambat proses penuaan pada kulit. Baik produk niacinamide dan vitamin C dapat digunakan secara bersamaan. Penelitian menunjukkan penggunaan produk ini pada kulit tidak menyebabkan permasalahan tertentu pada kulit. Kedua bahan ini dapat menyebabkan masalah pada kulit apabila digunakan bersamaan pada suhu yang tinggi, biasanya karena penyimpanan produk yang kurang baik yaitu dibiarkan terpapar sinar matahari, Apabila kandungan keduanya ada di dalam satu produk, justru Anda lebih tidak perlu khawatir karena kedua kandungan yang ada di dalam satu produk ini pasti sudah diformulasikan sedemikian rupa sehingga dapat bersama-sama bekerja memberikan manfaat untuk penggunanya. Oleh karena itu, silakan Anda gunakan produk tersebut sesuai dengan anjuran di kemasannya. Pastikan produknya terdaftar di BPOM. Semoga membantu."
"dok, apakah penggunaan dmdm hydantoin pada sabun cair cuci tangan aman untuk semua orang?","Alo Gusti. DMDM hydantoin adalah suatu molekul kimia yang ditambahkan ke dalam kosmetik atau produk perawatan tubuh sebagai pengawet dan antimikroba. Fungsi dari zat tersebut adalah menekan perkembangan bakteri dan jamur dalam suatu produk, sehingga masa guna suatu produk dapat lebih panjang. Sejauh ini belum ada larangan atau peringatan bahaya penggunaan zat itu dalam produk perawatan kulit. Zat tersebut merupakan pendonor formaldehida. Artinya seiring waktu zat itu akan melepaskan sejumlah formaldehida. Namun jumlah yang dilepaskan sangat kecil, tidak sampai 1%. Selain itu, formaldehida juga dilepaskan secara alami oleh berbagai bahan organik, misalnya buah tertentu. Itu sebabnya penggunaan DMDM hydantoin dalam suatu produk dianggap aman untuk penggunaan sesaat ataupun jangka lama, karena kadar formaldehida yang dilepaskan sangat rendah. Semoga jawaban ini cukup membantu. Salam."
Berapa dosis combivent dan nacl untuk nebu dewasa,"Alo, terimakasih sudah bertanya ke Alodokter. NaCl digunakan untuk mengencerkan dahak guna memperbaiki fungsi paru atau untuk mengambil sampel dahak di pemeriksaan tertentu. Efek samping yang pernah dilaporkan saat nebu dengan NaCl 0.9% antara lain: kaki/tangan bengkak, berdebar, rasa haus yang hebat, terasa ingin pingsan. Combivent  mengandung bahan aktif ipratropium bromide dan salbutamol sulfat. Keduanya termasuk bronkodilator (bekerja dg melebarkan bronkus, melemaskan otot saluran napas shingga aliran udara ke paru meningkat). Combivent biasa diberikan pada penyempitan saluran napas misal asma dan PPOK. Combivent tersedia dalam bentuk larutan per unit dose vial (UDV) yang digunakan di nebulizer. Obat ini dapat digunakan oleh orang dewasa, lansia dan anak usia \u0026gt"
Assalamu'alaikum dokKemarin saya membeli produk moisturizer dari pigeon ...lalu setelah sehari pakai muka saya serasa seperti terbakar dan muncul bruntusan dan kulit saya hampir mengelupas dan disekitar mata saya bengkak dan sakit.dan saya baru membaca komposisi dari produk tersebut didalamnya ada ParabenApakah Paraben itu berbahaya ?Apakah yang harus saya lakukan ?Dan obat apa yang harus saya konsumsi untuk meredakan sakit dan menetralkan wajah saya,"Alo fiarisma terima kasih sudah bertanya kepada Alodokter saya mengerti akan kekhwatiran anda, dimana keluhan yang anda alami hal ini merupakan tanda iritasi pada wajah akibat penggunaan suatu produk kosmetik. dimana hal ini bisa jadi disebabkan karena kandungan produk tersebut yang membuat kulit anda lebih sensitive dan tidak cocok menggunakannya. sedang paraben merupakan bahan pengawet yang digunakan dalam produk kosmetik atau farmasi. dimana paraben membantu mencegah timbulnya jamur dan bakteri, yang melindungi konsumen dan menjaga kualitas produk. memang paraben ini dikenal bahaya namun yang terpenting kadarnya disesuaikan keamanannya jadi biasanya jika sudah bpom berati kadarnya sudah sesuai dan tidak membahayakan. nah mungkin ada kandungan produk tersebut yang membuat wajah anda sensitif saran saya untuk menstopkan penggunaanya, anda bisa menggunakan bahan produk yang hypoallaergenic, anda bisa gunakan pelembab dari bahan alami dan berklaim hypoallaergenic seta berbpom dan lihat tanggal kadaluarsanya. jika tidak ada perbaikan maka saran saya untuk anda melakukan konsultasi ke dokter kulit agar mendapatkan penanganan yang tepat sesuai dengan permasalahan dan jenis kulit anda. demikian info yang bisa saya berikan terima kasih"
"Halo dok, jika gelas keramik diisi air panas, apakah air di gelas itu bahaya untuk diminum? Atau aman aman saja? Karena saya suka menyeduh teh menggunakan gelas keramik...","Alo, terimakasih atas pertanyaannya. Dewasa ini, semakin marak dijual peralatan makan dan minum dari bahan keramik. Selain karena bentuknya yang cantik, peralatan makan dan minum dari keramik ini dinilai lebih awet dan lebih aman. Lantas benarkah demikian? Sejatinya, ada banyak jenis keramik yang bisa digunakan untuk menyajikan makanan dan minuman, namun tidak semuanya aman bagi kesehatan. Menurut beberapa penelitian, ada beberapa produk peralatan makan dan minum dari keramik yang di permukaannya terkandung timbal dan kadmium. Kedua substansi ini banyak digunakan sebagai bahan pelapis keramik agar mengkilap. Akan tetapi, jika substansi ini tercampur ke dalam makanan atau minuman lantas terkonsumsi oleh tubuh, jelas dampaknya bisa berbahaya. Dalam jangka panjang, penumpukan kedua substansi ini bisa memicu tumbuhnya sel kanker, menyebabkan kerusakan sel syaraf, mengganggu keseimbangan hormon, memicu peradangan, dan juga beragam penyakit lainnya. Tentu, tidak semua jenis keramik pun berbahaya. Agar aman bagi kesehatan, cobalah Anda memilah dengan baik keramik yang Anda gunakan, apakah benar  food grade , atau bukan. Biasanya, risiko kesehatan dari bahan pelapis keramik tersebut bisa diminimalisasi jika keramik tersebut dibuat dengan proses pembakaran dengan suhu yang sangat panas dan lama. Jadi, lebih berhati-hatilah memilih peralatan makan dan minum Anda ya.. Semoga membantu."
Bolehkah minum obat diatas jam 10 malam.?,"Alo, terimakasih atas pertanyaannya. Perlu diperjelas, obat apa yang Anda maksudkan? Atas indikasi apa Anda mengkonsumsi obat tersebut? Obat bisa dikonsumsi di waktu berbeda, tergantung jenis obatnya, aturan konsumsinya, indikasi pemberiannya, obat lain yang sedang dikonsumsi berbarengan dengan obat tersebut, dan juga kondisi kesehatan Anda secara umum. Untuk beberapa jenis obat, memang disarankan untuk mengkonsumsinya malam hari untuk bisa menghindari efek samping yang ditimbulkannya, misalnya obat TB ( tuberkulosis ) yang rentan memicu peningkatan asam lambung hingga membuat mual. Sedangkan, beberapa obat lain tidak disarankan untuk dikonsumsi terlalu malam apalagi berjauhan dengan waktu makan terakhir, misalnya beberapa jenis obat antidiabetes (seperti  glibenklamid ) untuk meminimalisasi risikonya membuat gula darah turun terlalu drastis saat tidur. Sementara itu, beberapa obat lain tidak masalah dikonsumsi malam atau di waktu-waktu lainnya. Jadi, tanpa mengetahui obat yang dimaksud, tentu sulit bagi kami menjawab pertanyaan Anda secara mendetail. Baiknya, Anda perjelas lagi maksud dari pertanyaan Anda atau berkonsultasilah langsung ke dokter yang meresepkan obat tersebut ya.. Semoga membantu."
"Hallo dok, saya ingin bertanya pendapat dokter tentang : bagaimana pendapat para dokter jika setuju obat modern lebih baik drpd obat tradisional ? saya bingung memilih antara obat tradisional dan modern jadi saya agak ragu untuk mencari di internet, untuk itu saya bertanya disni , mohon bantuannya Terimakasih dok ðŸ™â˜º","Alo Talitha, Terima kasih atas pertanyaannya. Obat modern seringkali merujuk ke obat-obatan yang digunakan di dunia medis yang diproduksi oleh pabrik serta memiliki nama generik dan nama paten. Sementara itu, obat tradisional seringkali merujuk ke obat-obatan yang berasal dari tanaman herbal yang sering juga disebut sebagai obat-obatan alternatif. Kedua jenis obat ini relatif sering digunakan untuk mengobati penyakit-penyakit tertentu dan sering didebatkan mengenai efektivitasnya satu sama lain. Pada prinsipnya, untuk mengobati seseorang, tenaga medis profesional termasuk dokter berpegangan pada evidence-based medicine  (EBM). EBM merupakan pendekatan di mana pengambilan keputusan medis, termasuk memberikan pengobatan, didasarkan dari bukti yang berbasiskan riset atau studi medis terkini. Terdapat banyak sekali jenis riset medis yang memiliki kekuatan bukti yang berbeda-beda, mulai dari studi observasi, eksperimen, uji klinis, systematic review , sampai meta analisis. Sehingga, menentukan apakah obat X dan obat Y lebih baik dibandingkan satu sama lain memerlukan analisis berdasarkan studi medis yang ada. Obat-obatan yang sudah dijadikan acuan pengobatan yang dilakukan oleh tenaga medis merupakan obat-obatan yang sudah lolos uji klinis dan sudah dipelajari secara medis melalui banyak riset. Obat-obatan herbal atau tradisional pun juga ada yang sudah melalui uji klinis, namun tidak semuanya sudah dipelajari lebih lanjut, sehingga efek sampingnya, efek jangka panjang, serta interaksinya dengan obat lain pun masih belum diketahui. Semoga informasi ini dapat membantu ya. Salam."
"halo dok, saya mau tanya, saya punya luka lecet yang bernanah, kira2 dengan violet gentian 1% bisa keringin lukasayadengan cepat ga ya dok?","Alo Silviya, Terima kash atas pertanyaannya. Perawatan luka yang baik merupakan salah satu kunci agar luka dapat sembuh dengan baik. Luka yang bernanah merupakan salah satu luka mengalami infeksi bakteri. Selain luka bernanah, tanda luka terinfeksi lainnya misalnya kulit sekitar luka menjadi merah, bengkak,l uka bertambah sakit, demam, mudah lelah, pembengkakan kelenjar getah bening terdekat. Violet gentian merupakan salah satu bahan pewarna yang umumnya digunakan untuk mewarnai sediaan yang akan diperiksa di laboratorium. Selain itu, produk ini juga dapat digunakan sebagai antiseptik, untuk membersihkan luka. Namun, produk ini tidak dapat mengobati luka terinfeksi. Saran saya silakan segera memeriksakan diri ke dokter umum terdekat agar dokter dapat segera memeriksa luka Anda untuk mengetahui keparahan infeksinya dan segera menetnukan penanganan yang sesuai untuk Anda. Apabila tidak segera ditangani, infeksinya dapat semakin bertambah parah/ dapat meluas. Dokter perlu melakukan pembersihan luka dengan seksama kemudian akan memberikan pengobatan berupa antibiotik salep dan/atau tablet. Untuk sementara, silakan tidak menjaga lukanya tetap kering dan bersih. Jika nanahnya ingin dibersihkan silakan dibersihkan perlahan dengan kain bersih lembab. Semoga membantu."
